RouteID,DriverID,Warehouse,Date,Delay,Running_Avg_Delay
R1,D50,W9,2026-03-18,-1,1.1304347826086956
R1,D73,W4,2026-03-18,1,1.1304347826086956
R1,D21,W16,2026-03-18,2,1.1304347826086956
R1,D4,W7,2026-03-18,-2,1.1304347826086956
R1,D10,W14,2026-03-18,1,1.1304347826086956
R1,D60,W10,2026-03-18,4,1.1304347826086956
R1,D35,W20,2026-03-18,1,1.1304347826086956
R1,D65,W2,2026-03-18,0,1.1304347826086956
R1,D44,W4,2026-03-18,-2,1.1304347826086956
R1,D60,W14,2026-03-18,0,1.1304347826086956
R1,D89,W17,2026-03-18,5,1.1304347826086956
R1,D58,W3,2026-03-18,1,1.1304347826086956
R1,D41,W20,2026-03-18,-1,1.1304347826086956
R1,D69,W20,2026-03-18,-2,1.1304347826086956
R1,D20,W19,2026-03-18,-2,1.1304347826086956
R1,D3,W7,2026-03-18,1,1.1304347826086956
R1,D58,W4,2026-03-19,3,1.223529411764706
R1,D29,W12,2026-03-19,5,1.223529411764706
R1,D84,W14,2026-03-19,4,1.223529411764706
R1,D59,W20,2026-03-19,1,1.223529411764706
R1,D62,W7,2026-03-19,3,1.223529411764706
R1,D88,W13,2026-03-19,-2,1.223529411764706
R1,D84,W10,2026-03-19,-2,1.223529411764706
R1,D44,W18,2026-03-19,-2,1.223529411764706
R1,D86,W17,2026-03-19,-1,1.223529411764706
R1,D95,W14,2026-03-19,5,1.223529411764706
R1,D46,W8,2026-03-19,0,1.223529411764706
R1,D49,W3,2026-03-19,1,1.223529411764706
R1,D15,W19,2026-03-19,-1,1.223529411764706
R1,D34,W20,2026-03-19,2,1.223529411764706
R1,D98,W7,2026-03-19,5,1.223529411764706
R1,D66,W14,2026-03-19,5,1.223529411764706
R1,D85,W6,2026-03-20,3,1.263157894736842
R1,D63,W19,2026-03-20,4,1.263157894736842
R1,D30,W9,2026-03-20,-2,1.263157894736842
R1,D33,W2,2026-03-20,1,1.263157894736842
R1,D100,W12,2026-03-20,0,1.263157894736842
R1,D97,W7,2026-03-20,4,1.263157894736842
R1,D74,W1,2026-03-20,0,1.263157894736842
R1,D14,W13,2026-03-20,4,1.263157894736842
R1,D67,W19,2026-03-20,2,1.263157894736842
R1,D93,W5,2026-03-20,0,1.263157894736842
R1,D72,W17,2026-03-21,1,1.1730769230769231
R1,D44,W20,2026-03-21,2,1.1730769230769231
R1,D48,W8,2026-03-21,2,1.1730769230769231
R1,D80,W1,2026-03-21,2,1.1730769230769231
R1,D38,W4,2026-03-21,-2,1.1730769230769231
R1,D88,W10,2026-03-21,-2,1.1730769230769231
R1,D20,W18,2026-03-21,1,1.1730769230769231
R1,D50,W5,2026-03-21,-2,1.1730769230769231
R1,D7,W7,2026-03-21,0,1.1730769230769231
R1,D42,W20,2026-03-22,4,1.184873949579832
R1,D90,W9,2026-03-22,1,1.184873949579832
R1,D62,W2,2026-03-22,4,1.184873949579832
R1,D60,W5,2026-03-22,4,1.184873949579832
R1,D77,W7,2026-03-22,-2,1.184873949579832
R1,D47,W13,2026-03-22,0,1.184873949579832
R1,D38,W10,2026-03-22,3,1.184873949579832
R1,D69,W9,2026-03-22,-2,1.184873949579832
R1,D66,W18,2026-03-22,1,1.184873949579832
R1,D31,W10,2026-03-22,3,1.184873949579832
R1,D82,W9,2026-03-22,-2,1.184873949579832
R1,D20,W6,2026-03-22,5,1.184873949579832
R1,D63,W7,2026-03-22,0,1.184873949579832
R1,D22,W7,2026-03-22,-2,1.184873949579832
R1,D27,W17,2026-03-22,2,1.184873949579832
R1,D67,W14,2026-03-23,-1,1.1904761904761905
R1,D94,W9,2026-03-23,2,1.1904761904761905
R1,D52,W2,2026-03-23,2,1.1904761904761905
R1,D81,W3,2026-03-23,3,1.1904761904761905
R1,D5,W2,2026-03-23,-1,1.1904761904761905
R1,D26,W6,2026-03-23,3,1.1904761904761905
R1,D61,W3,2026-03-23,1,1.1904761904761905
R1,D43,W3,2026-03-24,4,1.2608695652173914
R1,D37,W20,2026-03-24,4,1.2608695652173914
R1,D62,W19,2026-03-24,-2,1.2608695652173914
R1,D22,W12,2026-03-24,0,1.2608695652173914
R1,D30,W10,2026-03-24,1,1.2608695652173914
R1,D87,W3,2026-03-24,4,1.2608695652173914
R1,D69,W17,2026-03-24,1,1.2608695652173914
R1,D8,W11,2026-03-24,-2,1.2608695652173914
R1,D86,W12,2026-03-24,3,1.2608695652173914
R1,D94,W3,2026-03-24,4,1.2608695652173914
R1,D14,W13,2026-03-24,3,1.2608695652173914
R1,D20,W19,2026-03-24,4,1.2608695652173914
R1,D11,W18,2026-03-25,0,1.2751677852348993
R1,D19,W15,2026-03-25,0,1.2751677852348993
R1,D88,W3,2026-03-25,2,1.2751677852348993
R1,D30,W5,2026-03-25,4,1.2751677852348993
R1,D23,W20,2026-03-25,-2,1.2751677852348993
R1,D66,W11,2026-03-25,5,1.2751677852348993
R1,D69,W11,2026-03-25,-1,1.2751677852348993
R1,D33,W19,2026-03-25,4,1.2751677852348993
R1,D56,W15,2026-03-25,-2,1.2751677852348993
R1,D45,W9,2026-03-25,3,1.2751677852348993
R1,D81,W18,2026-03-25,3,1.2751677852348993
R1,D19,W2,2026-03-26,1,1.1666666666666667
R1,D82,W1,2026-03-26,-1,1.1666666666666667
R1,D30,W19,2026-03-26,-2,1.1666666666666667
R1,D56,W6,2026-03-26,2,1.1666666666666667
R1,D4,W9,2026-03-26,2,1.1666666666666667
R1,D57,W12,2026-03-26,-1,1.1666666666666667
R1,D66,W8,2026-03-26,0,1.1666666666666667
R1,D85,W20,2026-03-26,3,1.1666666666666667
R1,D42,W20,2026-03-26,1,1.1666666666666667
R1,D88,W7,2026-03-26,-2,1.1666666666666667
R1,D3,W17,2026-03-26,-1,1.1666666666666667
R1,D11,W4,2026-03-26,-1,1.1666666666666667
R1,D12,W13,2026-03-26,-2,1.1666666666666667
R1,D30,W2,2026-03-27,2,1.2573099415204678
R1,D23,W17,2026-03-27,2,1.2573099415204678
R1,D64,W17,2026-03-27,5,1.2573099415204678
R1,D90,W8,2026-03-27,5,1.2573099415204678
R1,D60,W18,2026-03-27,5,1.2573099415204678
R1,D95,W8,2026-03-27,2,1.2573099415204678
R1,D54,W1,2026-03-27,4,1.2573099415204678
R1,D56,W9,2026-03-27,1,1.2573099415204678
R1,D2,W10,2026-03-27,0,1.2573099415204678
R1,D90,W15,2026-03-28,2,1.266304347826087
R1,D55,W14,2026-03-28,1,1.266304347826087
R1,D89,W17,2026-03-28,4,1.266304347826087
R1,D26,W12,2026-03-28,0,1.266304347826087
R1,D93,W11,2026-03-28,0,1.266304347826087
R1,D56,W7,2026-03-28,-1,1.266304347826087
R1,D5,W10,2026-03-28,0,1.266304347826087
R1,D6,W16,2026-03-28,-1,1.266304347826087
R1,D29,W6,2026-03-28,2,1.266304347826087
R1,D71,W19,2026-03-28,5,1.266304347826087
R1,D43,W11,2026-03-28,4,1.266304347826087
R1,D10,W19,2026-03-28,4,1.266304347826087
R1,D19,W3,2026-03-28,-2,1.266304347826087
R1,D3,W1,2026-03-29,1,1.2538860103626943
R1,D22,W17,2026-03-29,1,1.2538860103626943
R1,D74,W15,2026-03-29,2,1.2538860103626943
R1,D22,W15,2026-03-29,2,1.2538860103626943
R1,D20,W7,2026-03-29,2,1.2538860103626943
R1,D60,W5,2026-03-29,1,1.2538860103626943
R1,D21,W5,2026-03-29,3,1.2538860103626943
R1,D88,W13,2026-03-29,-2,1.2538860103626943
R1,D17,W15,2026-03-29,-1,1.2538860103626943
R1,D15,W17,2026-03-30,5,1.240566037735849
R1,D18,W9,2026-03-30,-1,1.240566037735849
R1,D98,W5,2026-03-30,0,1.240566037735849
R1,D45,W9,2026-03-30,0,1.240566037735849
R1,D92,W10,2026-03-30,4,1.240566037735849
R1,D64,W1,2026-03-30,-2,1.240566037735849
R1,D65,W17,2026-03-30,0,1.240566037735849
R1,D28,W9,2026-03-30,-2,1.240566037735849
R1,D68,W2,2026-03-30,-2,1.240566037735849
R1,D93,W5,2026-03-30,0,1.240566037735849
R1,D46,W16,2026-03-30,0,1.240566037735849
R1,D71,W8,2026-03-30,3,1.240566037735849
R1,D40,W7,2026-03-30,0,1.240566037735849
R1,D64,W6,2026-03-30,2,1.240566037735849
R1,D44,W4,2026-03-30,-2,1.240566037735849
R1,D44,W18,2026-03-30,5,1.240566037735849
R1,D73,W17,2026-03-30,1,1.240566037735849
R1,D34,W10,2026-03-30,5,1.240566037735849
R1,D57,W16,2026-03-30,5,1.240566037735849
R1,D76,W10,2026-03-31,-2,1.1754385964912282
R1,D64,W16,2026-03-31,0,1.1754385964912282
R1,D42,W17,2026-03-31,3,1.1754385964912282
R1,D45,W15,2026-03-31,3,1.1754385964912282
R1,D24,W7,2026-03-31,0,1.1754385964912282
R1,D20,W15,2026-03-31,-2,1.1754385964912282
R1,D4,W12,2026-03-31,1,1.1754385964912282
R1,D65,W6,2026-03-31,4,1.1754385964912282
R1,D36,W16,2026-03-31,-1,1.1754385964912282
R1,D72,W16,2026-03-31,-2,1.1754385964912282
R1,D18,W8,2026-03-31,-1,1.1754385964912282
R1,D75,W5,2026-03-31,2,1.1754385964912282
R1,D74,W14,2026-03-31,2,1.1754385964912282
R1,D61,W17,2026-03-31,-2,1.1754385964912282
R1,D27,W18,2026-03-31,-1,1.1754385964912282
R1,D85,W4,2026-03-31,1,1.1754385964912282
R1,D15,W11,2026-04-01,1,1.2384937238493723
R1,D72,W6,2026-04-01,-2,1.2384937238493723
R1,D9,W12,2026-04-01,3,1.2384937238493723
R1,D37,W2,2026-04-01,3,1.2384937238493723
R1,D72,W8,2026-04-01,3,1.2384937238493723
R1,D99,W20,2026-04-01,1,1.2384937238493723
R1,D57,W8,2026-04-01,2,1.2384937238493723
R1,D68,W12,2026-04-01,5,1.2384937238493723
R1,D3,W9,2026-04-01,5,1.2384937238493723
R1,D3,W2,2026-04-01,4,1.2384937238493723
R1,D45,W9,2026-04-01,3,1.2384937238493723
R1,D67,W18,2026-04-02,0,1.2195121951219512
R1,D37,W3,2026-04-02,0,1.2195121951219512
R1,D35,W18,2026-04-02,1,1.2195121951219512
R1,D19,W10,2026-04-02,-2,1.2195121951219512
R1,D60,W15,2026-04-02,2,1.2195121951219512
R1,D86,W14,2026-04-02,5,1.2195121951219512
R1,D2,W16,2026-04-02,-2,1.2195121951219512
R1,D50,W9,2026-04-03,-2,1.2298850574712643
R1,D70,W6,2026-04-03,1,1.2298850574712643
R1,D62,W4,2026-04-03,-2,1.2298850574712643
R1,D2,W4,2026-04-03,3,1.2298850574712643
R1,D68,W18,2026-04-03,4,1.2298850574712643
R1,D76,W7,2026-04-03,3,1.2298850574712643
R1,D23,W13,2026-04-03,1,1.2298850574712643
R1,D47,W3,2026-04-03,2,1.2298850574712643
R1,D21,W2,2026-04-03,4,1.2298850574712643
R1,D78,W16,2026-04-03,-1,1.2298850574712643
R1,D47,W3,2026-04-03,-1,1.2298850574712643
R1,D9,W12,2026-04-03,0,1.2298850574712643
R1,D56,W14,2026-04-03,2,1.2298850574712643
R1,D90,W10,2026-04-03,2,1.2298850574712643
R1,D8,W15,2026-04-03,5,1.2298850574712643
R1,D31,W9,2026-04-04,2,1.22992700729927
R1,D39,W1,2026-04-04,0,1.22992700729927
R1,D69,W20,2026-04-04,0,1.22992700729927
R1,D30,W9,2026-04-04,4,1.22992700729927
R1,D61,W19,2026-04-04,1,1.22992700729927
R1,D34,W5,2026-04-04,0,1.22992700729927
R1,D45,W1,2026-04-04,4,1.22992700729927
R1,D38,W2,2026-04-04,5,1.22992700729927
R1,D94,W6,2026-04-04,1,1.22992700729927
R1,D6,W5,2026-04-04,0,1.22992700729927
R1,D96,W2,2026-04-04,-1,1.22992700729927
R1,D80,W7,2026-04-04,0,1.22992700729927
R1,D47,W7,2026-04-04,0,1.22992700729927
R1,D5,W10,2026-04-05,0,1.3356164383561644
R1,D3,W10,2026-04-05,3,1.3356164383561644
R1,D41,W5,2026-04-05,2,1.3356164383561644
R1,D62,W13,2026-04-05,2,1.3356164383561644
R1,D80,W7,2026-04-05,5,1.3356164383561644
R1,D38,W3,2026-04-05,5,1.3356164383561644
R1,D20,W20,2026-04-05,3,1.3356164383561644
R1,D17,W10,2026-04-05,5,1.3356164383561644
R1,D68,W5,2026-04-05,2,1.3356164383561644
R1,D66,W17,2026-04-05,3,1.3356164383561644
R1,D30,W2,2026-04-05,0,1.3356164383561644
R1,D37,W12,2026-04-05,3,1.3356164383561644
R1,D78,W6,2026-04-05,5,1.3356164383561644
R1,D100,W1,2026-04-05,5,1.3356164383561644
R1,D5,W1,2026-04-05,4,1.3356164383561644
R1,D88,W9,2026-04-05,3,1.3356164383561644
R1,D22,W6,2026-04-05,-1,1.3356164383561644
R1,D26,W9,2026-04-05,4,1.3356164383561644
R1,D39,W15,2026-04-06,-2,1.3366666666666667
R1,D89,W16,2026-04-06,4,1.3366666666666667
R1,D43,W13,2026-04-06,4,1.3366666666666667
R1,D44,W7,2026-04-06,2,1.3366666666666667
R1,D48,W7,2026-04-06,4,1.3366666666666667
R1,D78,W6,2026-04-06,2,1.3366666666666667
R1,D58,W17,2026-04-06,-2,1.3366666666666667
R1,D60,W20,2026-04-06,-1,1.3366666666666667
R1,D62,W14,2026-04-07,4,1.3821656050955413
R1,D11,W16,2026-04-07,3,1.3821656050955413
R1,D88,W1,2026-04-07,3,1.3821656050955413
R1,D51,W20,2026-04-07,5,1.3821656050955413
R1,D34,W15,2026-04-07,5,1.3821656050955413
R1,D72,W7,2026-04-07,4,1.3821656050955413
R1,D96,W2,2026-04-07,-1,1.3821656050955413
R1,D44,W15,2026-04-07,5,1.3821656050955413
R1,D69,W18,2026-04-07,-1,1.3821656050955413
R1,D55,W4,2026-04-07,0,1.3821656050955413
R1,D29,W7,2026-04-07,2,1.3821656050955413
R1,D30,W9,2026-04-07,4,1.3821656050955413
R1,D17,W17,2026-04-07,2,1.3821656050955413
R1,D86,W8,2026-04-07,-2,1.3821656050955413
R1,D15,W3,2026-04-08,1,1.3890577507598785
R1,D10,W9,2026-04-08,-2,1.3890577507598785
R1,D64,W9,2026-04-08,1,1.3890577507598785
R1,D70,W1,2026-04-08,4,1.3890577507598785
R1,D55,W12,2026-04-08,4,1.3890577507598785
R1,D58,W15,2026-04-08,5,1.3890577507598785
R1,D5,W1,2026-04-08,1,1.3890577507598785
R1,D76,W11,2026-04-08,3,1.3890577507598785
R1,D62,W2,2026-04-08,1,1.3890577507598785
R1,D77,W13,2026-04-08,-2,1.3890577507598785
R1,D25,W11,2026-04-08,3,1.3890577507598785
R1,D12,W7,2026-04-08,0,1.3890577507598785
R1,D22,W11,2026-04-08,4,1.3890577507598785
R1,D100,W14,2026-04-08,1,1.3890577507598785
R1,D78,W5,2026-04-08,-1,1.3890577507598785
R1,D8,W16,2026-04-09,4,1.4260355029585798
R1,D74,W9,2026-04-09,3,1.4260355029585798
R1,D44,W14,2026-04-09,3,1.4260355029585798
R1,D45,W14,2026-04-09,2,1.4260355029585798
R1,D71,W19,2026-04-09,5,1.4260355029585798
R1,D62,W2,2026-04-09,-2,1.4260355029585798
R1,D11,W9,2026-04-09,3,1.4260355029585798
R1,D43,W3,2026-04-09,4,1.4260355029585798
R1,D76,W2,2026-04-09,3,1.4260355029585798
R1,D45,W6,2026-04-10,-2,1.3914285714285715
R1,D38,W19,2026-04-10,2,1.3914285714285715
R1,D78,W19,2026-04-10,5,1.3914285714285715
R1,D31,W15,2026-04-10,5,1.3914285714285715
R1,D45,W9,2026-04-10,2,1.3914285714285715
R1,D1,W16,2026-04-10,-2,1.3914285714285715
R1,D10,W4,2026-04-10,-2,1.3914285714285715
R1,D36,W2,2026-04-10,-2,1.3914285714285715
R1,D10,W18,2026-04-10,2,1.3914285714285715
R1,D99,W11,2026-04-10,0,1.3914285714285715
R1,D85,W6,2026-04-10,-2,1.3914285714285715
R1,D63,W2,2026-04-10,-1,1.3914285714285715
R1,D68,W7,2026-04-11,-1,1.4093406593406594
R1,D4,W18,2026-04-11,3,1.4093406593406594
R1,D11,W2,2026-04-11,3,1.4093406593406594
R1,D70,W6,2026-04-11,4,1.4093406593406594
R1,D49,W15,2026-04-11,-2,1.4093406593406594
R1,D4,W16,2026-04-11,5,1.4093406593406594
R1,D45,W5,2026-04-11,5,1.4093406593406594
R1,D99,W19,2026-04-11,3,1.4093406593406594
R1,D18,W20,2026-04-11,-1,1.4093406593406594
R1,D8,W20,2026-04-11,-2,1.4093406593406594
R1,D100,W3,2026-04-11,5,1.4093406593406594
R1,D29,W20,2026-04-11,4,1.4093406593406594
R1,D72,W12,2026-04-11,1,1.4093406593406594
R1,D74,W18,2026-04-11,-1,1.4093406593406594
R1,D85,W16,2026-04-12,-1,1.3891752577319587
R1,D64,W11,2026-04-12,3,1.3891752577319587
R1,D34,W4,2026-04-12,-1,1.3891752577319587
R1,D96,W3,2026-04-12,3,1.3891752577319587
R1,D92,W13,2026-04-12,-1,1.3891752577319587
R1,D58,W2,2026-04-12,1,1.3891752577319587
R1,D48,W18,2026-04-12,5,1.3891752577319587
R1,D41,W4,2026-04-12,1,1.3891752577319587
R1,D25,W18,2026-04-12,-1,1.3891752577319587
R1,D50,W5,2026-04-12,-2,1.3891752577319587
R1,D12,W10,2026-04-12,1,1.3891752577319587
R1,D18,W16,2026-04-12,0,1.3891752577319587
R1,D14,W7,2026-04-12,-2,1.3891752577319587
R1,D7,W19,2026-04-12,5,1.3891752577319587
R1,D60,W20,2026-04-12,3,1.3891752577319587
R1,D48,W2,2026-04-12,-2,1.3891752577319587
R1,D81,W15,2026-04-12,1,1.3891752577319587
R1,D55,W11,2026-04-12,2,1.3891752577319587
R1,D36,W8,2026-04-12,2,1.3891752577319587
R1,D10,W13,2026-04-12,0,1.3891752577319587
R1,D51,W9,2026-04-12,4,1.3891752577319587
R1,D91,W8,2026-04-12,2,1.3891752577319587
R1,D89,W14,2026-04-12,-2,1.3891752577319587
R1,D55,W7,2026-04-12,5,1.3891752577319587
R10,D32,W19,2026-03-14,0,2.3
R10,D72,W4,2026-03-14,2,2.3
R10,D99,W3,2026-03-14,5,2.3
R10,D63,W15,2026-03-14,5,2.3
R10,D23,W7,2026-03-14,3,2.3
R10,D46,W6,2026-03-14,0,2.3
R10,D9,W19,2026-03-14,5,2.3
R10,D29,W19,2026-03-14,3,2.3
R10,D60,W18,2026-03-14,4,2.3
R10,D75,W17,2026-03-14,4,2.3
R10,D17,W6,2026-03-14,1,2.3
R10,D1,W3,2026-03-14,2,2.3
R10,D55,W15,2026-03-14,2,2.3
R10,D13,W2,2026-03-14,4,2.3
R10,D59,W8,2026-03-14,4,2.3
R10,D30,W2,2026-03-14,3,2.3
R10,D41,W16,2026-03-14,-1,2.3
R10,D52,W20,2026-03-14,0,2.3
R10,D45,W10,2026-03-14,0,2.3
R10,D74,W12,2026-03-14,0,2.3
R10,D10,W1,2026-03-15,5,2.1944444444444446
R10,D12,W17,2026-03-15,3,2.1944444444444446
R10,D4,W20,2026-03-15,1,2.1944444444444446
R10,D28,W1,2026-03-15,0,2.1944444444444446
R10,D65,W12,2026-03-15,-1,2.1944444444444446
R10,D74,W2,2026-03-15,4,2.1944444444444446
R10,D45,W8,2026-03-15,1,2.1944444444444446
R10,D34,W8,2026-03-15,2,2.1944444444444446
R10,D80,W2,2026-03-15,2,2.1944444444444446
R10,D10,W3,2026-03-15,4,2.1944444444444446
R10,D51,W14,2026-03-15,2,2.1944444444444446
R10,D91,W20,2026-03-15,4,2.1944444444444446
R10,D80,W13,2026-03-15,0,2.1944444444444446
R10,D65,W18,2026-03-15,4,2.1944444444444446
R10,D66,W6,2026-03-15,-1,2.1944444444444446
R10,D92,W18,2026-03-15,3,2.1944444444444446
R10,D97,W18,2026-03-16,-1,1.9285714285714286
R10,D40,W12,2026-03-16,0,1.9285714285714286
R10,D62,W17,2026-03-16,3,1.9285714285714286
R10,D75,W18,2026-03-16,2,1.9285714285714286
R10,D59,W4,2026-03-16,-2,1.9285714285714286
R10,D78,W10,2026-03-16,0,1.9285714285714286
R10,D43,W12,2026-03-17,0,1.8793103448275863
R10,D15,W16,2026-03-17,-1,1.8793103448275863
R10,D36,W8,2026-03-17,2,1.8793103448275863
R10,D41,W4,2026-03-17,1,1.8793103448275863
R10,D50,W17,2026-03-17,3,1.8793103448275863
R10,D39,W13,2026-03-17,-2,1.8793103448275863
R10,D100,W2,2026-03-17,4,1.8793103448275863
R10,D45,W14,2026-03-17,3,1.8793103448275863
R10,D43,W14,2026-03-17,4,1.8793103448275863
R10,D36,W6,2026-03-17,0,1.8793103448275863
R10,D10,W2,2026-03-17,5,1.8793103448275863
R10,D38,W19,2026-03-17,1,1.8793103448275863
R10,D86,W2,2026-03-17,0,1.8793103448275863
R10,D42,W15,2026-03-17,5,1.8793103448275863
R10,D70,W14,2026-03-17,5,1.8793103448275863
R10,D88,W19,2026-03-17,-2,1.8793103448275863
R10,D12,W17,2026-03-18,-2,1.72
R10,D28,W12,2026-03-18,2,1.72
R10,D54,W5,2026-03-18,3,1.72
R10,D41,W13,2026-03-18,4,1.72
R10,D18,W4,2026-03-18,0,1.72
R10,D6,W12,2026-03-18,0,1.72
R10,D75,W19,2026-03-18,2,1.72
R10,D43,W6,2026-03-18,-2,1.72
R10,D5,W7,2026-03-18,2,1.72
R10,D97,W11,2026-03-18,0,1.72
R10,D55,W12,2026-03-18,2,1.72
R10,D74,W10,2026-03-18,0,1.72
R10,D80,W5,2026-03-18,3,1.72
R10,D6,W7,2026-03-18,2,1.72
R10,D35,W2,2026-03-18,5,1.72
R10,D60,W17,2026-03-18,1,1.72
R10,D44,W11,2026-03-18,-2,1.72
R10,D40,W13,2026-03-19,4,1.8202247191011236
R10,D77,W2,2026-03-19,2,1.8202247191011236
R10,D50,W2,2026-03-19,-2,1.8202247191011236
R10,D8,W17,2026-03-19,4,1.8202247191011236
R10,D24,W16,2026-03-19,3,1.8202247191011236
R10,D19,W11,2026-03-19,0,1.8202247191011236
R10,D5,W11,2026-03-19,5,1.8202247191011236
R10,D47,W1,2026-03-19,4,1.8202247191011236
R10,D55,W2,2026-03-19,5,1.8202247191011236
R10,D37,W16,2026-03-19,4,1.8202247191011236
R10,D21,W16,2026-03-19,-1,1.8202247191011236
R10,D53,W4,2026-03-19,2,1.8202247191011236
R10,D24,W13,2026-03-19,2,1.8202247191011236
R10,D77,W13,2026-03-19,1,1.8202247191011236
R10,D98,W7,2026-03-20,1,1.7058823529411764
R10,D87,W12,2026-03-20,1,1.7058823529411764
R10,D44,W9,2026-03-20,2,1.7058823529411764
R10,D15,W4,2026-03-20,2,1.7058823529411764
R10,D33,W15,2026-03-20,-2,1.7058823529411764
R10,D19,W5,2026-03-20,-1,1.7058823529411764
R10,D28,W19,2026-03-20,3,1.7058823529411764
R10,D59,W8,2026-03-20,-2,1.7058823529411764
R10,D15,W5,2026-03-20,1,1.7058823529411764
R10,D31,W18,2026-03-20,0,1.7058823529411764
R10,D87,W8,2026-03-20,4,1.7058823529411764
R10,D15,W10,2026-03-20,4,1.7058823529411764
R10,D67,W16,2026-03-20,-1,1.7058823529411764
R10,D73,W17,2026-03-21,1,1.625
R10,D92,W16,2026-03-21,3,1.625
R10,D82,W8,2026-03-21,4,1.625
R10,D97,W18,2026-03-21,4,1.625
R10,D80,W1,2026-03-21,2,1.625
R10,D63,W15,2026-03-21,1,1.625
R10,D84,W12,2026-03-21,2,1.625
R10,D49,W16,2026-03-21,-2,1.625
R10,D11,W18,2026-03-21,1,1.625
R10,D98,W7,2026-03-21,1,1.625
R10,D87,W11,2026-03-21,1,1.625
R10,D22,W6,2026-03-21,-1,1.625
R10,D88,W3,2026-03-21,3,1.625
R10,D80,W17,2026-03-21,0,1.625
R10,D30,W13,2026-03-21,-1,1.625
R10,D42,W14,2026-03-21,2,1.625
R10,D21,W4,2026-03-21,-1,1.625
R10,D14,W5,2026-03-21,1,1.625
R10,D29,W14,2026-03-22,1,1.5692307692307692
R10,D10,W9,2026-03-22,1,1.5692307692307692
R10,D75,W12,2026-03-22,-2,1.5692307692307692
R10,D77,W12,2026-03-22,4,1.5692307692307692
R10,D73,W5,2026-03-22,-2,1.5692307692307692
R10,D57,W6,2026-03-22,-2,1.5692307692307692
R10,D97,W3,2026-03-22,2,1.5692307692307692
R10,D66,W2,2026-03-22,0,1.5692307692307692
R10,D10,W10,2026-03-22,4,1.5692307692307692
R10,D18,W14,2026-03-22,3,1.5692307692307692
R10,D76,W15,2026-03-23,4,1.6027397260273972
R10,D60,W4,2026-03-23,0,1.6027397260273972
R10,D21,W9,2026-03-23,5,1.6027397260273972
R10,D61,W6,2026-03-23,3,1.6027397260273972
R10,D81,W7,2026-03-23,2,1.6027397260273972
R10,D20,W10,2026-03-23,3,1.6027397260273972
R10,D33,W6,2026-03-23,2,1.6027397260273972
R10,D51,W13,2026-03-23,3,1.6027397260273972
